items
"['B', 'C', 'I', 'L', 'M', 'N', 'P']"
"['F', 'G', 'K', 'L', 'M', 'N', 'Q']"
"['A', 'F', 'H', 'J', 'K', 'L', 'O']"
"['A', 'E', 'H', 'J', 'M', 'P', 'Q']"
"['B', 'E', 'G', 'H', 'J', 'K', 'Q']"
"['A', 'B', 'F', 'H', 'N', 'O', 'P']"
"['A', 'B', 'C', 'I', 'J', 'K', 'N']"
"['B', 'C', 'E', 'F', 'G', 'H', 'O']"
"['A', 'G', 'H', 'I', 'J', 'K', 'N']"
"['D', 'I', 'K', 'M', 'N', 'O', 'Q']"
"['A', 'B', 'C', 'L', 'N', 'O', 'Q']"
"['A', 'C', 'F', 'H', 'L', 'M', 'N']"
"['D', 'F', 'G', 'H', 'J', 'K', 'Q']"
"['G', 'H', 'I', 'J', 'N', 'O', 'Q']"
"['B', 'E', 'G', 'I', 'J', 'M', 'P']"
"['B', 'C', 'E', 'I', 'N', 'O', 'P']"
"['A', 'E', 'I', 'K', 'L', 'N', 'P']"
"['C', 'E', 'F', 'G', 'H', 'L', 'P']"
"['C', 'D', 'F', 'G', 'K', 'N', 'Q']"
"['C', 'H', 'J', 'K', 'M', 'O', 'P']"
"['D', 'E', 'F', 'I', 'L', 'M', 'Q']"
"['B', 'C', 'E', 'I', 'J', 'K', 'P']"
"['C', 'E', 'G', 'J', 'L', 'M', 'N']"
"['G', 'H', 'J', 'K', 'L', 'N', 'Q']"
"['A', 'B', 'D', 'I', 'L', 'O', 'Q']"
"['A', 'B', 'C', 'D', 'K', 'N', 'P']"
"['A', 'B', 'E', 'G', 'I', 'L', 'O']"
"['A', 'B', 'E', 'G', 'J', 'K', 'P']"
"['D', 'F', 'G', 'H', 'L', 'O', 'P']"
"['A', 'B', 'G', 'I', 'M', 'O', 'Q']"
"['B', 'D', 'F', 'I', 'J', 'L', 'Q']"
"['A', 'B', 'C', 'F', 'H', 'M', 'Q']"
"['C', 'E', 'J', 'M', 'O', 'P', 'Q']"
"['A', 'D', 'L', 'M', 'N', 'O', 'Q']"
"['A', 'D', 'J', 'K', 'L', 'N', 'Q']"
"['B', 'D', 'G', 'H', 'J', 'K', 'Q']"
"['A', 'D', 'E', 'G', 'H', 'L', 'M']"
"['A', 'B', 'C', 'D', 'J', 'N', 'Q']"
"['A', 'B', 'C', 'D', 'J', 'K', 'Q']"
"['A', 'E', 'F', 'H', 'K', 'L', 'N']"
"['A', 'E', 'F', 'H', 'J', 'K', 'O']"
"['E', 'H', 'I', 'J', 'M', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'L', 'N', 'P']"
"['D', 'F', 'G', 'I', 'K', 'M', 'O']"
"['A', 'B', 'D', 'E', 'I', 'K', 'M']"
"['A', 'E', 'F', 'I', 'L', 'N', 'P']"
"['A', 'B', 'D', 'J', 'K', 'M', 'P']"
"['C', 'D', 'E', 'I', 'K', 'L', 'O']"
"['A', 'B', 'E', 'F', 'G', 'L', 'O']"
"['D', 'E', 'G', 'H', 'K', 'M', 'Q']"
"['A', 'C', 'I', 'K', 'M', 'O', 'P']"
"['A', 'B', 'C', 'D', 'J', 'L', 'O']"
"['B', 'F', 'G', 'I', 'L', 'N', 'O']"
"['A', 'B', 'F', 'H', 'J', 'O', 'Q']"
"['C', 'D', 'E', 'I', 'M', 'N', 'O']"
"['E', 'G', 'H', 'J', 'K', 'M', 'P']"
"['A', 'C', 'I', 'J', 'L', 'N', 'O']"
"['A', 'D', 'E', 'F', 'K', 'M', 'N']"
"['A', 'D', 'E', 'F', 'I', 'N', 'P']"
"['B', 'E', 'G', 'I', 'L', 'P', 'Q']"
"['A', 'B', 'F', 'G', 'H', 'M', 'O']"
"['C', 'D', 'E', 'G', 'H', 'K', 'O']"
"['D', 'F', 'G', 'J', 'K', 'M', 'Q']"
"['C', 'G', 'I', 'J', 'L', 'N', 'P']"
"['D', 'F', 'G', 'H', 'I', 'N', 'P']"
"['F', 'G', 'J', 'K', 'O', 'P', 'Q']"
"['A', 'C', 'F', 'J', 'M', 'N', 'P']"
"['A', 'B', 'C', 'G', 'H', 'J', 'Q']"
"['C', 'E', 'I', 'J', 'O', 'P', 'Q']"
"['A', 'B', 'E', 'G', 'H', 'L', 'N']"
"['A', 'F', 'G', 'H', 'I', 'L', 'O']"
"['C', 'D', 'F', 'I', 'K', 'L', 'Q']"
"['D', 'E', 'H', 'J', 'K', 'L', 'P']"
"['B', 'C', 'D', 'F', 'I', 'J', 'L']"
"['C', 'D', 'F', 'L', 'N', 'P', 'Q']"
"['A', 'B', 'F', 'I', 'L', 'P', 'Q']"
"['H', 'J', 'K', 'M', 'N', 'O', 'P']"
"['B', 'D', 'I', 'L', 'N', 'O', 'Q']"
"['A', 'B', 'E', 'G', 'I', 'N', 'P']"
"['C', 'F', 'J', 'K', 'L', 'N', 'O']"
"['A', 'B', 'D', 'G', 'L', 'P', 'Q']"
"['E', 'F', 'I', 'K', 'L', 'P', 'Q']"
"['C', 'E', 'I', 'J', 'L', 'M', 'N']"
"['B', 'C', 'E', 'G', 'J', 'K', 'O']"
"['A', 'B', 'C', 'E', 'M', 'N', 'Q']"
"['D', 'H', 'J', 'K', 'L', 'N', 'O']"
"['C', 'E', 'G', 'I', 'O', 'P', 'Q']"
"['D', 'H', 'J', 'K', 'L', 'O', 'P']"
"['A', 'D', 'H', 'I', 'J', 'M', 'N']"
"['E', 'I', 'J', 'K', 'L', 'N', 'P']"
"['A', 'H', 'I', 'L', 'N', 'O', 'Q']"
"['A', 'G', 'H', 'I', 'K', 'O', 'Q']"
"['A', 'C', 'F', 'G', 'I', 'K', 'Q']"
"['B', 'C', 'E', 'G', 'I', 'O', 'P']"
"['D', 'G', 'J', 'K', 'L', 'M', 'Q']"
"['C', 'G', 'H', 'L', 'N', 'P', 'Q']"
"['B', 'C', 'F', 'H', 'I', 'J', 'M']"
"['A', 'C', 'D', 'G', 'M', 'N', 'P']"
"['C', 'F', 'H', 'K', 'L', 'P', 'Q']"
"['A', 'E', 'F', 'I', 'J', 'O', 'Q']"
"['C', 'I', 'K', 'M', 'O', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'G', 'M', 'O']"
"['A', 'C', 'H', 'L', 'N', 'O', 'Q']"
"['A', 'C', 'F', 'H', 'J', 'K', 'M']"
"['A', 'E', 'F', 'I', 'N', 'P', 'Q']"
"['F', 'G', 'H', 'I', 'J', 'L', 'O']"
"['B', 'C', 'D', 'E', 'F', 'I', 'J']"
"['C', 'E', 'G', 'H', 'N', 'O', 'Q']"
"['C', 'E', 'J', 'K', 'L', 'P', 'Q']"
"['C', 'D', 'I', 'K', 'M', 'N', 'P']"
"['C', 'D', 'E', 'G', 'J', 'K', 'N']"
"['B', 'E', 'H', 'M', 'N', 'O', 'P']"
"['A', 'G', 'I', 'J', 'L', 'N', 'P']"
"['A', 'B', 'C', 'D', 'K', 'O', 'P']"
"['D', 'E', 'F', 'G', 'H', 'O', 'Q']"
"['B', 'D', 'E', 'G', 'L', 'P', 'Q']"
"['A', 'B', 'D', 'G', 'I', 'L', 'Q']"
"['B', 'C', 'E', 'F', 'L', 'N', 'Q']"
"['D', 'E', 'F', 'I', 'L', 'N', 'P']"
"['D', 'H', 'I', 'L', 'O', 'P', 'Q']"
"['A', 'D', 'F', 'G', 'J', 'L', 'M']"
"['C', 'F', 'G', 'I', 'J', 'M', 'P']"
"['G', 'H', 'I', 'L', 'O', 'P', 'Q']"
"['D', 'E', 'H', 'J', 'K', 'O', 'Q']"
"['D', 'F', 'H', 'M', 'O', 'P', 'Q']"
"['A', 'B', 'C', 'D', 'F', 'G', 'I']"
"['C', 'F', 'K', 'M', 'O', 'P', 'Q']"
"['A', 'F', 'G', 'H', 'I', 'K', 'Q']"
"['C', 'D', 'E', 'F', 'H', 'J', 'L']"
"['D', 'F', 'H', 'K', 'M', 'N', 'O']"
"['B', 'D', 'G', 'K', 'M', 'P', 'Q']"
"['B', 'F', 'H', 'L', 'M', 'N', 'Q']"
"['A', 'B', 'C', 'I', 'L', 'N', 'Q']"
"['B', 'C', 'D', 'E', 'F', 'K', 'N']"
"['C', 'E', 'F', 'I', 'L', 'O', 'P']"
"['E', 'F', 'J', 'K', 'M', 'N', 'P']"
"['B', 'E', 'F', 'L', 'M', 'N', 'P']"
"['B', 'C', 'E', 'K', 'M', 'N', 'O']"
"['A', 'D', 'I', 'K', 'L', 'O', 'Q']"
"['A', 'B', 'K', 'L', 'M', 'O', 'P']"
"['A', 'B', 'D', 'E', 'I', 'M', 'N']"
"['A', 'E', 'F', 'H', 'I', 'K', 'L']"
"['D', 'E', 'I', 'K', 'L', 'M', 'O']"
"['E', 'F', 'I', 'K', 'M', 'N', 'O']"
"['C', 'D', 'G', 'I', 'J', 'M', 'O']"
"['A', 'B', 'C', 'E', 'F', 'H', 'I']"
"['C', 'E', 'L', 'M', 'N', 'O', 'Q']"
"['B', 'C', 'E', 'F', 'I', 'O', 'P']"
"['F', 'G', 'I', 'K', 'L', 'M', 'O']"
"['A', 'C', 'G', 'H', 'J', 'N', 'P']"
"['A', 'E', 'F', 'G', 'I', 'M', 'Q']"
"['A', 'B', 'H', 'M', 'O', 'P', 'Q']"
"['C', 'D', 'F', 'G', 'J', 'K', 'N']"
"['B', 'D', 'E', 'H', 'I', 'J', 'M']"
"['D', 'E', 'F', 'H', 'J', 'P', 'Q']"
"['A', 'C', 'D', 'H', 'M', 'N', 'P']"
"['A', 'B', 'F', 'G', 'H', 'I', 'P']"
"['C', 'D', 'E', 'K', 'L', 'N', 'O']"
"['A', 'B', 'C', 'D', 'M', 'N', 'P']"
"['A', 'B', 'D', 'J', 'K', 'O', 'Q']"
"['B', 'C', 'G', 'I', 'K', 'L', 'Q']"
"['C', 'G', 'J', 'K', 'L', 'M', 'P']"
"['A', 'F', 'H', 'I', 'J', 'K', 'P']"
"['A', 'C', 'E', 'F', 'I', 'K', 'M']"
"['A', 'F', 'G', 'I', 'K', 'M', 'Q']"
"['B', 'C', 'F', 'G', 'I', 'K', 'O']"
"['A', 'B', 'C', 'H', 'J', 'N', 'Q']"
"['B', 'G', 'H', 'I', 'K', 'N', 'Q']"
"['D', 'E', 'F', 'I', 'J', 'M', 'N']"
"['D', 'I', 'L', 'N', 'O', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'F', 'H', 'J']"
"['C', 'D', 'E', 'F', 'H', 'L', 'O']"
"['C', 'E', 'F', 'H', 'J', 'M', 'Q']"
"['A', 'D', 'E', 'G', 'K', 'L', 'O']"
"['A', 'C', 'D', 'E', 'L', 'M', 'P']"
"['H', 'I', 'J', 'L', 'O', 'P', 'Q']"
"['D', 'G', 'J', 'K', 'N', 'P', 'Q']"
"['E', 'H', 'I', 'J', 'K', 'L', 'P']"
"['C', 'D', 'E', 'L', 'O', 'P', 'Q']"
"['A', 'D', 'G', 'I', 'N', 'P', 'Q']"
"['B', 'D', 'F', 'H', 'N', 'O', 'P']"
"['A', 'C', 'F', 'H', 'L', 'O', 'P']"
"['E', 'G', 'H', 'I', 'M', 'N', 'Q']"
"['A', 'B', 'C', 'E', 'F', 'I', 'Q']"
"['B', 'D', 'E', 'G', 'K', 'L', 'M']"
"['B', 'C', 'F', 'G', 'I', 'P', 'Q']"
"['B', 'D', 'G', 'I', 'K', 'P', 'Q']"
"['C', 'D', 'E', 'G', 'N', 'O', 'P']"
"['A', 'B', 'C', 'E', 'J', 'K', 'O']"
"['C', 'I', 'K', 'M', 'N', 'P', 'Q']"
"['C', 'H', 'J', 'K', 'L', 'M', 'N']"
"['A', 'D', 'I', 'J', 'K', 'O', 'Q']"
"['A', 'L', 'M', 'N', 'O', 'P', 'Q']"
"['A', 'B', 'D', 'E', 'I', 'J', 'O']"
"['A', 'H', 'L', 'M', 'O', 'P', 'Q']"
"['C', 'I', 'K', 'M', 'N', 'O', 'Q']"
"['B', 'D', 'G', 'H', 'K', 'M', 'Q']"
"['A', 'C', 'D', 'E', 'F', 'I', 'K']"
"['A', 'J', 'K', 'L', 'M', 'P', 'Q']"
"['A', 'E', 'K', 'L', 'M', 'P', 'Q']"
"['D', 'E', 'G', 'J', 'L', 'N', 'P']"
"['B', 'C', 'G', 'L', 'M', 'P', 'Q']"
"['B', 'D', 'F', 'H', 'L', 'M', 'P']"
"['B', 'E', 'F', 'G', 'M', 'O', 'Q']"
"['E', 'F', 'I', 'J', 'L', 'N', 'O']"
"['A', 'D', 'E', 'F', 'K', 'O', 'P']"
"['A', 'B', 'D', 'H', 'J', 'L', 'N']"
"['A', 'D', 'E', 'F', 'G', 'O', 'Q']"
"['A', 'B', 'C', 'G', 'I', 'L', 'M']"
"['F', 'G', 'H', 'J', 'K', 'L', 'N']"
"['A', 'D', 'E', 'F', 'H', 'I', 'O']"
"['C', 'F', 'G', 'H', 'M', 'N', 'Q']"
"['A', 'E', 'F', 'G', 'N', 'O', 'Q']"
"['A', 'B', 'E', 'G', 'H', 'J', 'L']"
"['A', 'C', 'H', 'I', 'J', 'L', 'O']"
"['E', 'F', 'G', 'H', 'J', 'K', 'O']"
"['F', 'G', 'H', 'I', 'J', 'L', 'N']"
"['B', 'C', 'D', 'F', 'J', 'M', 'O']"
"['A', 'D', 'F', 'G', 'L', 'M', 'N']"
"['B', 'C', 'E', 'F', 'I', 'P', 'Q']"
"['A', 'B', 'C', 'F', 'I', 'N', 'Q']"
"['A', 'B', 'C', 'H', 'J', 'K', 'Q']"
"['A', 'C', 'F', 'H', 'K', 'O', 'Q']"
"['B', 'C', 'D', 'F', 'G', 'K', 'M']"
"['C', 'E', 'H', 'J', 'L', 'M', 'P']"
"['G', 'H', 'I', 'K', 'L', 'O', 'Q']"
"['B', 'D', 'F', 'G', 'K', 'L', 'M']"
"['A', 'B', 'C', 'G', 'I', 'J', 'L']"
"['B', 'C', 'D', 'E', 'F', 'M', 'O']"
"['A', 'B', 'G', 'H', 'K', 'L', 'Q']"
"['A', 'B', 'F', 'I', 'O', 'P', 'Q']"
"['A', 'C', 'H', 'J', 'N', 'P', 'Q']"
"['C', 'F', 'H', 'I', 'N', 'P', 'Q']"
"['B', 'C', 'E', 'J', 'L', 'N', 'O']"
"['D', 'F', 'H', 'K', 'L', 'P', 'Q']"
"['A', 'D', 'F', 'G', 'L', 'N', 'P']"
"['D', 'E', 'G', 'K', 'L', 'O', 'P']"
"['B', 'C', 'D', 'L', 'M', 'N', 'O']"
"['B', 'E', 'F', 'I', 'L', 'N', 'Q']"
"['B', 'D', 'E', 'G', 'H', 'I', 'Q']"
"['A', 'B', 'C', 'D', 'E', 'K', 'O']"
"['B', 'D', 'E', 'H', 'J', 'K', 'P']"
"['C', 'E', 'I', 'J', 'K', 'L', 'Q']"
"['A', 'E', 'I', 'J', 'L', 'M', 'Q']"
"['A', 'G', 'H', 'J', 'L', 'M', 'O']"
"['D', 'E', 'H', 'K', 'M', 'P', 'Q']"
"['B', 'C', 'E', 'G', 'I', 'J', 'L']"
"['A', 'D', 'E', 'I', 'J', 'M', 'N']"
"['C', 'J', 'L', 'M', 'N', 'P', 'Q']"
"['C', 'E', 'J', 'L', 'M', 'P', 'Q']"
"['C', 'F', 'G', 'M', 'N', 'P', 'Q']"
"['C', 'D', 'E', 'I', 'K', 'L', 'Q']"
"['E', 'G', 'H', 'I', 'M', 'O', 'Q']"
"['A', 'B', 'D', 'F', 'I', 'M', 'Q']"
"['C', 'D', 'G', 'I', 'N', 'O', 'Q']"
"['A', 'B', 'D', 'G', 'L', 'O', 'Q']"
"['B', 'D', 'H', 'J', 'K', 'O', 'P']"
"['B', 'H', 'J', 'K', 'L', 'N', 'Q']"
"['B', 'D', 'E', 'G', 'I', 'J', 'P']"
"['A', 'C', 'D', 'F', 'I', 'O', 'Q']"
"['A', 'B', 'E', 'G', 'M', 'O', 'Q']"
"['A', 'D', 'F', 'G', 'J', 'L', 'N']"
"['A', 'B', 'D', 'G', 'J', 'O', 'P']"
"['C', 'D', 'E', 'H', 'J', 'L', 'N']"
"['B', 'C', 'D', 'F', 'I', 'P', 'Q']"
"['B', 'D', 'I', 'K', 'M', 'P', 'Q']"
"['A', 'E', 'G', 'L', 'N', 'O', 'P']"
"['B', 'C', 'E', 'G', 'H', 'L', 'N']"
"['A', 'B', 'E', 'I', 'K', 'L', 'O']"
"['E', 'I', 'L', 'M', 'N', 'O', 'P']"
"['A', 'B', 'C', 'E', 'F', 'L', 'Q']"
"['A', 'C', 'E', 'F', 'H', 'K', 'L']"
"['D', 'F', 'H', 'J', 'K', 'M', 'N']"
"['A', 'B', 'D', 'G', 'I', 'K', 'O']"
"['B', 'C', 'E', 'F', 'I', 'O', 'Q']"
"['C', 'E', 'H', 'K', 'L', 'M', 'N']"
"['C', 'F', 'G', 'I', 'J', 'L', 'P']"
"['B', 'C', 'D', 'F', 'G', 'H', 'N']"
"['A', 'B', 'D', 'F', 'M', 'N', 'O']"
"['A', 'C', 'D', 'E', 'J', 'N', 'Q']"
"['B', 'C', 'G', 'H', 'K', 'N', 'Q']"
"['F', 'G', 'J', 'K', 'M', 'O', 'Q']"
"['C', 'D', 'E', 'J', 'K', 'L', 'O']"
"['C', 'G', 'H', 'I', 'J', 'K', 'O']"
"['A', 'F', 'G', 'H', 'I', 'N', 'Q']"
"['C', 'F', 'I', 'J', 'K', 'L', 'M']"
"['F', 'H', 'I', 'K', 'M', 'N', 'Q']"
"['B', 'C', 'D', 'H', 'I', 'L', 'N']"
"['A', 'C', 'D', 'H', 'J', 'N', 'O']"
"['B', 'C', 'D', 'E', 'F', 'K', 'M']"
"['A', 'D', 'E', 'G', 'K', 'O', 'Q']"
"['A', 'C', 'E', 'G', 'K', 'L', 'P']"
"['A', 'C', 'D', 'F', 'J', 'L', 'P']"
"['A', 'B', 'C', 'F', 'H', 'J', 'O']"
"['A', 'E', 'F', 'G', 'K', 'L', 'Q']"
"['A', 'B', 'C', 'F', 'I', 'M', 'O']"
"['B', 'C', 'H', 'L', 'N', 'O', 'Q']"
"['A', 'D', 'I', 'K', 'N', 'P', 'Q']"
"['A', 'B', 'G', 'J', 'L', 'O', 'Q']"
"['C', 'E', 'K', 'L', 'M', 'P', 'Q']"
"['E', 'F', 'K', 'L', 'M', 'N', 'O']"
"['A', 'B', 'C', 'G', 'L', 'M', 'Q']"
"['C', 'D', 'G', 'I', 'J', 'M', 'Q']"
"['B', 'C', 'H', 'J', 'L', 'N', 'P']"
"['D', 'F', 'H', 'M', 'N', 'O', 'P']"
"['B', 'I', 'J', 'L', 'M', 'O', 'P']"
"['D', 'E', 'G', 'J', 'N', 'O', 'Q']"
"['A', 'C', 'F', 'G', 'I', 'P', 'Q']"
"['B', 'D', 'E', 'G', 'J', 'N', 'O']"
"['A', 'B', 'J', 'M', 'N', 'O', 'P']"
"['A', 'F', 'G', 'K', 'N', 'O', 'P']"
"['A', 'D', 'F', 'H', 'K', 'M', 'P']"
"['A', 'C', 'K', 'N', 'O', 'P', 'Q']"
"['E', 'G', 'H', 'I', 'L', 'M', 'P']"
"['A', 'B', 'C', 'D', 'F', 'I', 'O']"
"['A', 'D', 'E', 'G', 'J', 'N', 'O']"
"['A', 'B', 'D', 'H', 'I', 'N', 'Q']"
"['A', 'B', 'H', 'J', 'L', 'P', 'Q']"
"['A', 'B', 'E', 'G', 'H', 'L', 'P']"
"['D', 'E', 'F', 'I', 'J', 'O', 'P']"
"['C', 'E', 'H', 'J', 'L', 'O', 'Q']"
"['B', 'F', 'I', 'J', 'L', 'P', 'Q']"
"['B', 'G', 'H', 'J', 'K', 'N', 'Q']"
"['B', 'F', 'G', 'J', 'K', 'M', 'O']"
"['B', 'E', 'F', 'G', 'J', 'K', 'N']"
"['B', 'C', 'E', 'F', 'J', 'O', 'Q']"
"['D', 'E', 'H', 'I', 'K', 'L', 'P']"
"['A', 'H', 'J', 'L', 'N', 'O', 'P']"
"['D', 'E', 'G', 'K', 'M', 'N', 'P']"
"['A', 'B', 'C', 'F', 'J', 'L', 'N']"
"['D', 'F', 'I', 'J', 'K', 'M', 'Q']"
"['B', 'C', 'E', 'J', 'M', 'O', 'P']"
"['A', 'F', 'I', 'K', 'L', 'P', 'Q']"
"['A', 'C', 'F', 'H', 'I', 'N', 'Q']"
"['A', 'B', 'C', 'L', 'M', 'O', 'Q']"
"['C', 'F', 'G', 'N', 'O', 'P', 'Q']"
"['D', 'E', 'G', 'I', 'M', 'O', 'P']"
"['A', 'E', 'G', 'L', 'M', 'N', 'P']"
"['C', 'F', 'J', 'K', 'L', 'M', 'Q']"
"['A', 'B', 'C', 'H', 'M', 'N', 'O']"
"['A', 'D', 'F', 'H', 'J', 'L', 'O']"
"['A', 'B', 'C', 'H', 'J', 'L', 'M']"
"['A', 'E', 'G', 'J', 'M', 'N', 'O']"
"['D', 'G', 'H', 'J', 'L', 'O', 'P']"
"['A', 'B', 'C', 'F', 'H', 'K', 'M']"
"['A', 'B', 'D', 'F', 'G', 'H', 'Q']"
"['A', 'C', 'F', 'H', 'I', 'L', 'N']"
"['E', 'G', 'H', 'J', 'M', 'N', 'O']"
"['A', 'B', 'E', 'I', 'K', 'L', 'M']"
"['A', 'F', 'H', 'I', 'M', 'P', 'Q']"
"['D', 'F', 'I', 'J', 'N', 'O', 'Q']"
"['A', 'D', 'E', 'F', 'H', 'J', 'P']"
"['A', 'C', 'K', 'L', 'N', 'P', 'Q']"
"['C', 'F', 'J', 'K', 'O', 'P', 'Q']"
"['G', 'H', 'J', 'K', 'M', 'N', 'O']"
"['A', 'E', 'I', 'J', 'N', 'O', 'P']"
"['C', 'F', 'G', 'H', 'I', 'K', 'O']"
"['A', 'C', 'E', 'F', 'G', 'I', 'J']"
"['A', 'F', 'H', 'I', 'L', 'M', 'Q']"
"['B', 'K', 'L', 'N', 'O', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'H', 'I', 'Q']"
"['A', 'D', 'H', 'I', 'L', 'M', 'O']"
"['A', 'B', 'C', 'D', 'G', 'I', 'L']"
"['C', 'E', 'F', 'G', 'K', 'O', 'Q']"
"['B', 'C', 'I', 'J', 'N', 'P', 'Q']"
"['A', 'E', 'F', 'G', 'J', 'L', 'M']"
"['A', 'B', 'H', 'I', 'K', 'N', 'Q']"
"['A', 'F', 'G', 'J', 'M', 'N', 'O']"
"['A', 'E', 'G', 'I', 'L', 'M', 'P']"
"['B', 'C', 'J', 'L', 'M', 'N', 'O']"
"['B', 'H', 'I', 'L', 'M', 'O', 'Q']"
"['A', 'D', 'G', 'J', 'K', 'N', 'Q']"
"['D', 'G', 'K', 'L', 'N', 'O', 'P']"
"['A', 'D', 'E', 'G', 'K', 'M', 'Q']"
"['A', 'H', 'I', 'K', 'L', 'P', 'Q']"
"['B', 'D', 'F', 'J', 'L', 'O', 'P']"
"['B', 'C', 'D', 'F', 'J', 'O', 'Q']"
"['B', 'C', 'E', 'H', 'I', 'K', 'L']"
"['A', 'E', 'G', 'H', 'J', 'N', 'Q']"
"['B', 'F', 'G', 'H', 'M', 'O', 'P']"
"['B', 'C', 'H', 'J', 'K', 'O', 'P']"
"['A', 'E', 'F', 'H', 'M', 'O', 'Q']"
"['B', 'C', 'D', 'G', 'M', 'N', 'Q']"
"['B', 'G', 'I', 'J', 'M', 'N', 'P']"
"['A', 'C', 'G', 'H', 'J', 'L', 'P']"
"['F', 'H', 'M', 'N', 'O', 'P', 'Q']"
"['B', 'C', 'D', 'F', 'L', 'N', 'P']"
"['C', 'J', 'L', 'N', 'O', 'P', 'Q']"
"['D', 'I', 'J', 'L', 'M', 'P', 'Q']"
"['A', 'B', 'C', 'D', 'E', 'F', 'M']"
"['A', 'E', 'G', 'H', 'M', 'N', 'O']"
"['B', 'C', 'G', 'J', 'M', 'O', 'Q']"
"['A', 'C', 'E', 'J', 'N', 'P', 'Q']"
"['B', 'C', 'K', 'L', 'M', 'O', 'Q']"
"['B', 'C', 'E', 'G', 'J', 'M', 'P']"
"['A', 'D', 'F', 'I', 'L', 'M', 'O']"
"['D', 'F', 'G', 'J', 'K', 'N', 'P']"
"['G', 'H', 'I', 'J', 'K', 'M', 'Q']"
"['C', 'I', 'J', 'K', 'O', 'P', 'Q']"
"['B', 'C', 'J', 'K', 'L', 'N', 'P']"
"['A', 'B', 'D', 'F', 'J', 'N', 'Q']"
"['C', 'D', 'E', 'F', 'I', 'M', 'N']"
"['A', 'C', 'G', 'J', 'K', 'N', 'O']"
"['A', 'D', 'E', 'K', 'M', 'N', 'O']"
"['A', 'E', 'J', 'K', 'M', 'N', 'Q']"
"['A', 'B', 'F', 'G', 'I', 'O', 'Q']"
"['C', 'H', 'I', 'L', 'M', 'O', 'P']"
"['A', 'E', 'H', 'I', 'K', 'L', 'O']"
"['B', 'C', 'E', 'F', 'H', 'J', 'Q']"
"['A', 'D', 'F', 'H', 'K', 'N', 'O']"
"['A', 'B', 'C', 'F', 'I', 'K', 'N']"
"['A', 'C', 'E', 'F', 'G', 'H', 'M']"
"['B', 'D', 'I', 'K', 'M', 'N', 'P']"
"['B', 'F', 'G', 'J', 'K', 'N', 'O']"
"['B', 'D', 'F', 'G', 'H', 'I', 'P']"
"['A', 'B', 'F', 'M', 'N', 'P', 'Q']"
"['B', 'E', 'G', 'H', 'K', 'M', 'P']"
"['B', 'D', 'F', 'H', 'I', 'L', 'O']"
"['D', 'F', 'G', 'H', 'J', 'L', 'N']"
"['C', 'D', 'H', 'K', 'N', 'O', 'P']"
"['A', 'E', 'F', 'G', 'I', 'K', 'P']"
"['A', 'D', 'E', 'J', 'M', 'N', 'Q']"
"['D', 'F', 'G', 'K', 'M', 'N', 'O']"
"['C', 'D', 'L', 'M', 'O', 'P', 'Q']"
"['B', 'D', 'E', 'G', 'N', 'P', 'Q']"
"['B', 'C', 'D', 'M', 'N', 'P', 'Q']"
"['B', 'E', 'F', 'G', 'H', 'I', 'Q']"
"['A', 'C', 'G', 'L', 'N', 'O', 'Q']"
"['C', 'G', 'H', 'J', 'K', 'M', 'N']"
"['G', 'I', 'K', 'L', 'N', 'O', 'Q']"
"['A', 'D', 'E', 'G', 'J', 'P', 'Q']"
"['C', 'E', 'G', 'H', 'K', 'L', 'N']"
"['F', 'H', 'J', 'K', 'L', 'M', 'Q']"
"['B', 'C', 'F', 'G', 'J', 'K', 'L']"
"['B', 'E', 'H', 'J', 'L', 'N', 'Q']"
"['A', 'D', 'E', 'F', 'H', 'K', 'Q']"
"['A', 'B', 'E', 'H', 'K', 'M', 'P']"
"['E', 'F', 'G', 'K', 'M', 'N', 'O']"
"['D', 'H', 'I', 'L', 'M', 'O', 'P']"
"['A', 'C', 'E', 'J', 'K', 'P', 'Q']"
"['C', 'G', 'K', 'M', 'N', 'P', 'Q']"
"['D', 'H', 'I', 'J', 'M', 'N', 'O']"
"['B', 'C', 'E', 'F', 'J', 'K', 'O']"
"['D', 'G', 'I', 'J', 'L', 'M', 'Q']"
"['A', 'C', 'D', 'G', 'K', 'N', 'O']"
"['A', 'B', 'C', 'D', 'F', 'H', 'O']"
"['F', 'I', 'K', 'L', 'M', 'N', 'P']"
"['B', 'E', 'G', 'I', 'L', 'M', 'P']"
"['B', 'E', 'F', 'G', 'J', 'N', 'P']"
"['B', 'F', 'H', 'I', 'L', 'N', 'Q']"
"['D', 'F', 'H', 'I', 'K', 'M', 'Q']"
"['B', 'C', 'D', 'G', 'I', 'M', 'P']"
"['C', 'E', 'F', 'H', 'L', 'O', 'Q']"
"['E', 'G', 'H', 'K', 'L', 'M', 'O']"
"['A', 'C', 'I', 'K', 'M', 'N', 'P']"
"['B', 'E', 'J', 'M', 'O', 'P', 'Q']"
"['B', 'C', 'E', 'F', 'G', 'H', 'L']"
"['A', 'B', 'G', 'H', 'I', 'K', 'M']"
"['C', 'E', 'H', 'L', 'M', 'P', 'Q']"
